LL8ENE, G, 0, -inf, -inf, inf
NJ5QCS, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
NJ5QCS, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
NJ5QCS, Y, 4, 14, 2, 10
31Z0WX, Y, 3, 10, 2, 10
QCVGNN, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
QCVGNN, G, 4, 17, 2, 10
31Z0WX, Y, 3, 10, 2, 10
QCVGNN, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
S6712X, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
S6712X, G, 4, 17, 2, 10
31Z0WX, Y, 3, 10, 2, 10
S6712X, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
STE00G, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
STE00G, G, 4, 17, 2, 10
31Z0WX, Y, 3, 10, 2, 10
STE00G, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
TWGO8A, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
TWGO8A, Y, 4, 14, 2, 10
31Z0WX, Y, 3, 10, 2, 10
US40UL, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
US40UL, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
US40UL, Y, 4, 14, 2, 10
31Z0WX, Y, 3, 10, 2, 10
W61GK1, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
W61GK1, R, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
W61GK1, Y, 4, 14, 2, 10
31Z0WX, Y, 3, 10, 2, 10
YB15LB, B, 4, 10, 2, 10
31Z0WX, Y, 3, 10, 2, 10
YB15LB, G, 4, 17, 2, 10
31Z0WX, Y, 3, 10, 2, 10
YB15LB, Y, 4, 14, 2, 10
31Z0WX, Y, 3, 10, 2, 10
XI2AYM, R, 2, 10, 2, 10
7MBB7Q, G, 1, 10, 2, 10
XI2AYM, Y, 2, -inf, 2, 10
31Z0WX, B, 3, inf, 2, 10
8R6FXF, B, 4, 3, 2, 10
31Z0WX, B, 3, 3, 2, 3
8R6FXF, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
9CY2PD, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
9CY2PD, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
KT9A9E, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
KT9A9E, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
LE239A, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
LE239A, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
M8HDRJ, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
M8HDRJ, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
S6712X, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
S6712X, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
S6712X, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
STE00G, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
STE00G, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
STE00G, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
TWGO8A, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
US40UL, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
US40UL, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
US40UL, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
W61GK1, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
W61GK1, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
W61GK1, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
YB15LB, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
YB15LB, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
YB15LB, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
XI2AYM, Y, 2, 3, 3, 10
31Z0WX, R, 3, inf, 3, 10
8R6FXF, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
8R6FXF, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
9CY2PD, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
9CY2PD, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
9UVODX, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
9UVODX, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
9UVODX, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
DNW5WH, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
DNW5WH, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
DNW5WH, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
ECOZUU, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
ECOZUU, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
ECOZUU, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
GJ9DGA, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
GJ9DGA, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
GJ9DGA, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
KT9A9E, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
KT9A9E, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
LE239A, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
LE239A, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
M8HDRJ, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
M8HDRJ, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
NJ5QCS, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
NJ5QCS, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
NJ5QCS, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
QCVGNN, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
QCVGNN, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
QCVGNN, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
S6712X, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
S6712X, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
S6712X, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
STE00G, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
STE00G, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
STE00G, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
TWGO8A, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
US40UL, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
US40UL, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
US40UL, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
W61GK1, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
W61GK1, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
W61GK1, Y, 4, 15, 3, 10
31Z0WX, R, 3, 11, 3, 10
YB15LB, B, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
YB15LB, G, 4, 18, 3, 10
31Z0WX, R, 3, 11, 3, 10
YB15LB, R, 4, 11, 3, 10
31Z0WX, R, 3, 11, 3, 10
XI2AYM, Y, 2, 11, 3, 10
7MBB7Q, G, 1, 10, 2, 10
LL8ENE, G, 0, 10, 10, inf
7MBB7Q, Y, 1, inf, 10, inf
31Z0WX, B, 2, -inf, 10, inf
8R6FXF, B, 3, inf, 10, inf
9CY2PD, G, 4, 9, 10, inf
8R6FXF, B, 3, 9, 10, inf
31Z0WX, B, 2, 9, 10, inf
8R6FXF, G, 3, inf, 10, inf
9CY2PD, B, 4, 10, 10, inf
8R6FXF, G, 3, 10, 10, inf
31Z0WX, B, 2, 10, 10, inf
8R6FXF, R, 3, inf, 10, inf
9CY2PD, B, 4, 10, 10, inf
8R6FXF, R, 3, 10, 10, inf
31Z0WX, B, 2, 10, 10, inf
9CY2PD, B, 3, inf, 10, inf
8R6FXF, G, 4, 9, 10, inf
9CY2PD, B, 3, 9, 10, inf
31Z0WX, B, 2, 10, 10, inf
9CY2PD, G, 3, inf, 10, inf
8R6FXF, B, 4, 10, 10, inf
9CY2PD, G, 3, 10, 10, inf
31Z0WX, B, 2, 10, 10, inf
9CY2PD, Y, 3, inf, 10, inf
8R6FXF, B, 4, 13, 10, inf
9CY2PD, Y, 3, 13, 10, 13
8R6FXF, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
8R6FXF, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
KT9A9E, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
KT9A9E, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
LE239A, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
LE239A, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
M8HDRJ, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
M8HDRJ, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
NJ5QCS, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
NJ5QCS, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
QCVGNN, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
QCVGNN, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
STE00G, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
STE00G, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
TWGO8A, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
TWGO8A, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
US40UL, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
US40UL, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
XI2AYM, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
31Z0WX, B, 2, 13, 13, inf
9UVODX, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
9UVODX, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
9UVODX, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
9UVODX, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
9UVODX, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
9UVODX, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
DNW5WH, B, 3, inf, 13, inf
8R6FXF, B, 4, 2, 13, inf
DNW5WH, B, 3, 2, 13, inf
31Z0WX, B, 2, 13, 13, inf
DNW5WH, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
DNW5WH, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
DNW5WH, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
DNW5WH, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
GJ9DGA, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
GJ9DGA, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
GJ9DGA, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
GJ9DGA, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
GJ9DGA, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
GJ9DGA, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
KT9A9E, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
KT9A9E, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
KT9A9E, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
KT9A9E, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
LE239A, B, 3, inf, 13, inf
8R6FXF, B, 4, 2, 13, inf
LE239A, B, 3, 2, 13, inf
31Z0WX, B, 2, 13, 13, inf
LE239A, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
LE239A, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
M8HDRJ, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
M8HDRJ, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
M8HDRJ, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
M8HDRJ, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
NJ5QCS, B, 3, inf, 13, inf
8R6FXF, B, 4, 2, 13, inf
NJ5QCS, B, 3, 2, 13, inf
31Z0WX, B, 2, 13, 13, inf
NJ5QCS, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
NJ5QCS, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
NJ5QCS, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
NJ5QCS, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
QCVGNN, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
QCVGNN, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
QCVGNN, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
QCVGNN, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
QCVGNN, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
QCVGNN, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
S6712X, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
S6712X, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
S6712X, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
S6712X, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
S6712X, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
S6712X, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
STE00G, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
STE00G, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
STE00G, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
STE00G, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
STE00G, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
STE00G, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
TWGO8A, B, 3, inf, 13, inf
8R6FXF, B, 4, 2, 13, inf
TWGO8A, B, 3, 2, 13, inf
31Z0WX, B, 2, 13, 13, inf
TWGO8A, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
TWGO8A, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
US40UL, B, 3, inf, 13, inf
8R6FXF, G, 4, 9, 13, inf
US40UL, B, 3, 9, 13, inf
31Z0WX, B, 2, 13, 13, inf
US40UL, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
US40UL, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
W61GK1, B, 3, inf, 13, inf
8R6FXF, B, 4, 2, 13, inf
W61GK1, B, 3, 2, 13, inf
31Z0WX, B, 2, 13, 13, inf
W61GK1, G, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
W61GK1, G, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
W61GK1, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
W61GK1, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
XI2AYM, R, 3, inf, 13, inf
8R6FXF, B, 4, 10, 13, inf
XI2AYM, R, 3, 10, 13, inf
31Z0WX, B, 2, 13, 13, inf
XI2AYM, Y, 3, inf, 13, inf
8R6FXF, B, 4, 13, 13, inf
XI2AYM, Y, 3, 13, 13, inf
31Z0WX, B, 2, 13, 13, inf
7MBB7Q, Y, 1, 13, 10, 13
31Z0WX, G, 2, -inf, 10, 13
8R6FXF, B, 3, inf, 10, 13
9CY2PD, G, 4, 16, 10, 13
8R6FXF, B, 3, 16, 10, 13
9CY2PD, Y, 4, 13, 10, 13
8R6FXF, B, 3, 13, 10, 13
9UVODX, R, 4, 9, 10, 13
8R6FXF, B, 3, 9, 10, 13
31Z0WX, G, 2, 9, 10, 13
8R6FXF, G, 3, inf, 10, 13
9CY2PD, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
9CY2PD, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
9UVODX, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
9UVODX, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
9UVODX, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
DNW5WH, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
DNW5WH, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
DNW5WH, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
ECOZUU, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
ECOZUU, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
ECOZUU, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
GJ9DGA, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
GJ9DGA, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
GJ9DGA, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
KT9A9E, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
KT9A9E, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
KT9A9E, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
LE239A, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
LE239A, G, 4, 24, 10, 13
8R6FXF, G, 3, 17, 10, 13
M8HDRJ, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
M8HDRJ, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
NJ5QCS, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
NJ5QCS, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
NJ5QCS, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
QCVGNN, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
QCVGNN, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
QCVGNN, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
S6712X, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
S6712X, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
S6712X, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
STE00G, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
STE00G, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
STE00G, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
TWGO8A, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
TWGO8A, G, 4, 24, 10, 13
8R6FXF, G, 3, 17, 10, 13
US40UL, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
US40UL, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
W61GK1, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
W61GK1, G, 4, 24, 10, 13
8R6FXF, G, 3, 17, 10, 13
W61GK1, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
XI2AYM, B, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
XI2AYM, R, 4, 17, 10, 13
8R6FXF, G, 3, 17, 10, 13
XI2AYM, Y, 4, 21, 10, 13
8R6FXF, G, 3, 17, 10, 13
31Z0WX, G, 2, 17, 10, 13
7MBB7Q, Y, 1, 13, 10, 13
31Z0WX, R, 2, -inf, 10, 13
8R6FXF, B, 3, inf, 10, 13
9CY2PD, G, 4, 9, 10, 13
8R6FXF, B, 3, 9, 10, 13
31Z0WX, R, 2, 9, 10, 13
8R6FXF, G, 3, inf, 10, 13
9CY2PD, B, 4, 10, 10, 13
8R6FXF, G, 3, 10, 10, 13
31Z0WX, R, 2, 10, 10, 13
8R6FXF, R, 3, inf, 10, 13
9CY2PD, B, 4, 10, 10, 13
8R6FXF, R, 3, 10, 10, 13
31Z0WX, R, 2, 10, 10, 13
9CY2PD, B, 3, inf, 10, 13
8R6FXF, G, 4, 9, 10, 13
9CY2PD, B, 3, 9, 10, 13
31Z0WX, R, 2, 10, 10, 13
9CY2PD, G, 3, inf, 10, 13
8R6FXF, B, 4, 10, 10, 13
9CY2PD, G, 3, 10, 10, 13
31Z0WX, R, 2, 10, 10, 13
9CY2PD, Y, 3, inf, 10, 13
8R6FXF, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
8R6FXF, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
8R6FXF, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
9UVODX, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
DNW5WH, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
GJ9DGA, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
KT9A9E, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
KT9A9E, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
LE239A, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
LE239A, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
M8HDRJ, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
M8HDRJ, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
NJ5QCS, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
NJ5QCS, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
QCVGNN, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
QCVGNN, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
S6712X, Y, 4, 17, 10, 13
9CY2PD, Y, 3, 13, 10, 13
STE00G, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
STE00G, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
TWGO8A, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
TWGO8A, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
US40UL, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
US40UL, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, G, 4, 20, 10, 13
9CY2PD, Y, 3, 13, 10, 13
W61GK1, R, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
XI2AYM, B, 4, 13, 10, 13
9CY2PD, Y, 3, 13, 10, 13
31Z0WX, R, 2, 13, 10, 13
7MBB7Q, Y, 1, 13, 10, 13
8R6FXF, B, 2, -inf, 10, 13
31Z0WX, B, 3, inf, 10, 13
