QPL7V4, G, 0, -inf, -inf, inf
253D7E, B, 2, -3, 11, inf
CD9VU5, P, 3, -5, 11, inf
253D7E, B, 2, -3, 11, inf
CD9VU5, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
CD9VU5, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
EZPSF9, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
EZPSF9, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
EZPSF9, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
EZPSF9, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
GKYB2V, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
GKYB2V, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
GKYB2V, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
GKYB2V, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
ZTQX9F, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
ZTQX9F, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
ZTQX9F, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
ZTQX9F, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
Z2L8IK, Y, 1, 8, 11, inf
QPL7V4, G, 0, 11, 11, inf
253D7E, R, 11
