MD3KRQ, G, 0, -inf, -inf, inf
FC55DO, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
HAZDZJ, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
HAZDZJ, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
HAZDZJ, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
HAZDZJ, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
IUQQ7R, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
IUQQ7R, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
IUQQ7R, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
IUQQ7R, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
O9VGA2, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
O9VGA2, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
O9VGA2, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
O9VGA2, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
R109DH, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
R109DH, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
X6IQ60, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
X6IQ60, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
X6IQ60, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
X6IQ60, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
ZDN2LQ, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
ZDN2LQ, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
ZDN2LQ, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
ZDN2LQ, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
ZE3HTR, Y, 1, -1, -3, -1
10X94T, P, 2, -inf, -3, -1
5E7IFX, B, 3, -4, -3, -1
10X94T, P, 2, -4, -3, -1
5E7IFX, P, 3, -7, -3, -1
10X94T, P, 2, -4, -3, -1
5E7IFX, R, 3, -3, -3, -1
10X94T, P, 2, -3, -3, -1
5E7IFX, Y, 3, -1, -3, -1
10X94T, P, 2, -1, -3, -1
ZE3HTR, Y, 1, -1, -3, -1
10X94T, Y, 2, -inf, -3, -1
5E7IFX, B, 3, -6, -3, -1
10X94T, Y, 2, -6, -3, -1
5E7IFX, P, 3, -9, -3, -1
10X94T, Y, 2, -6, -3, -1
5E7IFX, R, 3, -5, -3, -1
10X94T, Y, 2, -5, -3, -1
5E7IFX, Y, 3, -3, -3, -1
10X94T, Y, 2, -3, -3, -1
DRPOSC, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
DRPOSC, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
DRPOSC, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
DWCEWT, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
DWCEWT, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
DWCEWT, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
F5GTYF, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
F5GTYF, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
F5GTYF, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
F5GTYF, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
FC55DO, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
FC55DO, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
FC55DO, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
FC55DO, Y, 3, -3, -3, -1
10X94T, Y, 2, -3, -3, -1
FXFIH0, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
FXFIH0, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
FXFIH0, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
HAZDZJ, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
HAZDZJ, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
HAZDZJ, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
HAZDZJ, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
IUQQ7R, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
IUQQ7R, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
IUQQ7R, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
IUQQ7R, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
O9VGA2, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
O9VGA2, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
O9VGA2, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
O9VGA2, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
X6IQ60, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
X6IQ60, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
X6IQ60, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
X6IQ60, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
ZDN2LQ, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
ZDN2LQ, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
ZDN2LQ, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
ZDN2LQ, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
ZE3HTR, Y, 1, -3, -3, -1
MD3KRQ, G, 0, -3, -3, inf
10X94T, Y, -3
