BO0OV0, G, 0, -inf, -inf, inf
0ICMMK, B, 2, 4, 4, inf
XCTWGU, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
XCTWGU, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
XCTWGU, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
XCTWGU, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
YWE2XU, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
YWE2XU, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
YWE2XU, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
YWE2XU, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
YWE2XU, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
KS360P, P, 1, 4, 4, inf
BO0OV0, G, 0, 4, 4, inf
KS360P, R, 1, inf, 4, inf
0ICMMK, B, 2, -inf, 4, inf
3EI3PD, B, 3, 5, 4, inf
0ICMMK, B, 2, 5, 5, inf
3EI3PD, O, 3, -4, 5, inf
0ICMMK, B, 2, 5, 5, inf
3EI3PD, P, 3, 3, 5, inf
0ICMMK, B, 2, 5, 5, inf
3EI3PD, Y, 3, 7, 5, inf
0ICMMK, B, 2, 7, 7, inf
3OBOG6, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
3OBOG6, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
3OBOG6, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
3OBOG6, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
3OBOG6, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
8Y4GSN, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
8Y4GSN, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
8Y4GSN, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
8Y4GSN, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
8Y4GSN, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
9Q17G1, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
9Q17G1, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
9Q17G1, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
9Q17G1, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
9Q17G1, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
A5AZRE, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
A5AZRE, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
A5AZRE, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
A5AZRE, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
B0JPZW, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
B0JPZW, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
B0JPZW, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
B0JPZW, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
B0JPZW, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
C8SJLP, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
C8SJLP, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
C8SJLP, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
C8SJLP, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
C8SJLP, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
DH4M4H, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
DH4M4H, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
DH4M4H, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
DH4M4H, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
DH4M4H, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
DPTQ4B, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
DPTQ4B, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
DPTQ4B, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
DPTQ4B, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
DPTQ4B, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
H9WYCE, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
H9WYCE, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
H9WYCE, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
H9WYCE, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
HMIZVH, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
HMIZVH, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
HMIZVH, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
HMIZVH, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
HMIZVH, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
MJKHEN, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
MJKHEN, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
MJKHEN, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
MJKHEN, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
MJKHEN, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
MN8GQC, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
MN8GQC, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
MN8GQC, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
MN8GQC, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
MN8GQC, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
RYP5LU, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
RYP5LU, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
RYP5LU, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
RYP5LU, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
RYP5LU, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
S165KV, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
S165KV, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
S165KV, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
S165KV, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
S165KV, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
VX28B9, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
VX28B9, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
VX28B9, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
VX28B9, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
VX28B9, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
XCTWGU, B, 3, 5, 7, inf
0ICMMK, B, 2, 7, 7, inf
XCTWGU, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
XCTWGU, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
XCTWGU, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
XCTWGU, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
YWE2XU, G, 3, -2, 7, inf
0ICMMK, B, 2, 7, 7, inf
YWE2XU, O, 3, -4, 7, inf
0ICMMK, B, 2, 7, 7, inf
YWE2XU, P, 3, 3, 7, inf
0ICMMK, B, 2, 7, 7, inf
YWE2XU, R, 3, 6, 7, inf
0ICMMK, B, 2, 7, 7, inf
YWE2XU, Y, 3, 7, 7, inf
0ICMMK, B, 2, 7, 7, inf
KS360P, R, 1, 7, 4, 7
0ICMMK, O, 2, -inf, 4, 7
3EI3PD, B, 3, 7, 4, 7
0ICMMK, O, 2, 7, 4, 7
KS360P, R, 1, 7, 4, 7
0ICMMK, P, 2, -inf, 4, 7
3EI3PD, B, 3, 12, 4, 7
0ICMMK, P, 2, 12, 4, 7
KS360P, R, 1, 7, 4, 7
0ICMMK, R, 2, -inf, 4, 7
3EI3PD, B, 3, 6, 4, 7
0ICMMK, R, 2, 6, 6, 7
3EI3PD, O, 3, -3, 6, 7
0ICMMK, R, 2, 6, 6, 7
3EI3PD, P, 3, 4, 6, 7
0ICMMK, R, 2, 6, 6, 7
3EI3PD, Y, 3, 8, 6, 7
0ICMMK, R, 2, 8, 6, 7
KS360P, R, 1, 7, 4, 7
0ICMMK, Y, 2, -inf, 4, 7
3EI3PD, B, 3, 3, 4, 7
0ICMMK, Y, 2, 3, 4, 7
3EI3PD, O, 3, -6, 4, 7
0ICMMK, Y, 2, 3, 4, 7
3EI3PD, P, 3, 1, 4, 7
0ICMMK, Y, 2, 3, 4, 7
3EI3PD, Y, 3, 5, 4, 7
0ICMMK, Y, 2, 5, 5, 7
3OBOG6, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
3OBOG6, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
3OBOG6, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
3OBOG6, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
3OBOG6, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
8Y4GSN, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
8Y4GSN, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
8Y4GSN, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
8Y4GSN, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
8Y4GSN, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
9Q17G1, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
9Q17G1, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
9Q17G1, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
9Q17G1, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
9Q17G1, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
A5AZRE, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
A5AZRE, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
A5AZRE, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
A5AZRE, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
B0JPZW, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
B0JPZW, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
B0JPZW, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
B0JPZW, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
B0JPZW, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
C8SJLP, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
C8SJLP, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
C8SJLP, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
C8SJLP, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
C8SJLP, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DH4M4H, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DH4M4H, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DH4M4H, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DH4M4H, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DH4M4H, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DPTQ4B, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DPTQ4B, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DPTQ4B, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DPTQ4B, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
DPTQ4B, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
H9WYCE, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
H9WYCE, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
H9WYCE, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
H9WYCE, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
HMIZVH, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
HMIZVH, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
HMIZVH, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
HMIZVH, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
HMIZVH, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MJKHEN, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MJKHEN, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MJKHEN, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MJKHEN, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MJKHEN, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MN8GQC, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MN8GQC, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MN8GQC, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MN8GQC, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
MN8GQC, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
RYP5LU, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
RYP5LU, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
RYP5LU, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
RYP5LU, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
RYP5LU, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
S165KV, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
S165KV, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
S165KV, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
S165KV, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
S165KV, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
VX28B9, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
VX28B9, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
VX28B9, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
VX28B9, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
VX28B9, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
XCTWGU, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
XCTWGU, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
XCTWGU, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
XCTWGU, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
XCTWGU, Y, 3, 5, 5, 7
0ICMMK, Y, 2, 5, 5, 7
YWE2XU, B, 3, 3, 5, 7
0ICMMK, Y, 2, 5, 5, 7
YWE2XU, G, 3, -4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
YWE2XU, O, 3, -6, 5, 7
0ICMMK, Y, 2, 5, 5, 7
YWE2XU, P, 3, 1, 5, 7
0ICMMK, Y, 2, 5, 5, 7
YWE2XU, R, 3, 4, 5, 7
0ICMMK, Y, 2, 5, 5, 7
KS360P, R, 1, 5, 4, 5
3EI3PD, B, 2, -inf, 4, 5
0ICMMK, B, 3, 5, 4, 5
3EI3PD, B, 2, 5, 4, 5
KS360P, R, 1, 5, 4, 5
3EI3PD, O, 2, -inf, 4, 5
0ICMMK, B, 3, 7, 4, 5
3EI3PD, O, 2, 7, 4, 5
KS360P, R, 1, 5, 4, 5
3EI3PD, P, 2, -inf, 4, 5
0ICMMK, B, 3, 12, 4, 5
3EI3PD, P, 2, 12, 4, 5
KS360P, R, 1, 5, 4, 5
3EI3PD, Y, 2, -inf, 4, 5
0ICMMK, B, 3, 3, 4, 5
3EI3PD, Y, 2, 3, 4, 5
0ICMMK, O, 3, -6, 4, 5
3EI3PD, Y, 2, 3, 4, 5
0ICMMK, P, 3, 1, 4, 5
3EI3PD, Y, 2, 3, 4, 5
0ICMMK, R, 3, 4, 4, 5
3EI3PD, Y, 2, 4, 4, 5
0ICMMK, Y, 3, 5, 4, 5
3EI3PD, Y, 2, 5, 4, 5
KS360P, R, 1, 5, 4, 5
8Y4GSN, B, 2, -inf, 4, 5
0ICMMK, B, 3, 5, 4, 5
8Y4GSN, B, 2, 5, 4, 5
KS360P, R, 1, 5, 4, 5
8Y4GSN, G, 2, -inf, 4, 5
0ICMMK, B, 3, 1, 4, 5
8Y4GSN, G, 2, 1, 4, 5
0ICMMK, O, 3, -8, 4, 5
8Y4GSN, G, 2, 1, 4, 5
0ICMMK, P, 3, -1, 4, 5
8Y4GSN, G, 2, 1, 4, 5
0ICMMK, R, 3, 2, 4, 5
8Y4GSN, G, 2, 2, 4, 5
0ICMMK, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
3EI3PD, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
3EI3PD, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
3EI3PD, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
3EI3PD, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
9Q17G1, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
9Q17G1, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
9Q17G1, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
9Q17G1, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
9Q17G1, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
A5AZRE, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
A5AZRE, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
A5AZRE, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
A5AZRE, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
B0JPZW, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
B0JPZW, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
B0JPZW, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
B0JPZW, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
B0JPZW, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
C8SJLP, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
C8SJLP, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
C8SJLP, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
C8SJLP, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
DPTQ4B, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
DPTQ4B, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
DPTQ4B, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
DPTQ4B, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
DPTQ4B, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
E3NTTL, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
E3NTTL, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
E3NTTL, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
E3NTTL, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
E3NTTL, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
H9WYCE, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
H9WYCE, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
H9WYCE, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
H9WYCE, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
H9WYCE, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
HMIZVH, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
HMIZVH, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
HMIZVH, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
HMIZVH, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
HMIZVH, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MJKHEN, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MJKHEN, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MJKHEN, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MJKHEN, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MJKHEN, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MN8GQC, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MN8GQC, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MN8GQC, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MN8GQC, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
MN8GQC, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
RYP5LU, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
RYP5LU, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
RYP5LU, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
RYP5LU, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
RYP5LU, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
S165KV, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
S165KV, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
S165KV, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
S165KV, R, 3, 2, 4, 5
8Y4GSN, G, 2, 3, 4, 5
S165KV, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
VX28B9, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
VX28B9, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
VX28B9, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
VX28B9, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
VX28B9, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
XCTWGU, B, 3, 1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
XCTWGU, G, 3, -6, 4, 5
8Y4GSN, G, 2, 3, 4, 5
XCTWGU, O, 3, -8, 4, 5
8Y4GSN, G, 2, 3, 4, 5
XCTWGU, P, 3, -1, 4, 5
8Y4GSN, G, 2, 3, 4, 5
XCTWGU, Y, 3, 3, 4, 5
8Y4GSN, G, 2, 3, 4, 5
KS360P, R, 1, 3, 4, 5
BO0OV0, G, 0, 4, 4, inf
KS360P, Y, 1, inf, 4, inf
0ICMMK, B, 2, -inf, 4, inf
3EI3PD, B, 3, 6, 4, inf
0ICMMK, B, 2, 6, 6, inf
3EI3PD, O, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
3EI3PD, P, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
3EI3PD, Y, 3, 8, 6, inf
0ICMMK, B, 2, 8, 8, inf
3OBOG6, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
3OBOG6, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
3OBOG6, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
3OBOG6, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
3OBOG6, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
8Y4GSN, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
8Y4GSN, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
8Y4GSN, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
8Y4GSN, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
8Y4GSN, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
9Q17G1, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
9Q17G1, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
9Q17G1, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
9Q17G1, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
9Q17G1, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
A5AZRE, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
A5AZRE, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
A5AZRE, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
B0JPZW, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
B0JPZW, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
B0JPZW, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
B0JPZW, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
B0JPZW, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
C8SJLP, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
C8SJLP, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
C8SJLP, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
C8SJLP, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
C8SJLP, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
DH4M4H, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
DH4M4H, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
DH4M4H, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
DH4M4H, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
DH4M4H, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
DPTQ4B, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
DPTQ4B, O, 3, -3, 8, inf
