MXFI3W, G, 0, -inf, -inf, inf
3BGDX9, B, 4, 2, -9, -5
DDQ3KD, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
DDQ3KD, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
LHSFBP, B, 3, inf, -9, -5
15RP8U, R, 4, 1, -9, -5
LHSFBP, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
LHSFBP, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
LHSFBP, R, 3, inf, -9, -5
15RP8U, B, 4, 3, -9, -5
LHSFBP, R, 3, 3, -9, -5
3BGDX9, B, 4, 3, -9, -5
LHSFBP, R, 3, 3, -9, -5
3BGDX9, G, 4, -9, -9, -5
LHSFBP, R, 3, -9, -9, -5
PLUABQ, G, 2, -9, -9, -5
OQP6DR, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
OQP6DR, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
OQP6DR, B, 3, 1, -9, -5
3BGDX9, B, 4, 2, -9, -5
OQP6DR, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
OQP6DR, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
QDXVF0, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
QDXVF0, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
QDXVF0, B, 3, 1, -9, -5
3BGDX9, B, 4, 2, -9, -5
QDXVF0, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
QDXVF0, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
QZ8R48, B, 3, inf, -9, -5
15RP8U, R, 4, 1, -9, -5
QZ8R48, B, 3, 1, -9, -5
3BGDX9, B, 4, 2, -9, -5
QZ8R48, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
QZ8R48, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
QZ8R48, G, 3, inf, -9, -5
15RP8U, B, 4, -4, -9, -5
QZ8R48, G, 3, -4, -9, -5
15RP8U, R, 4, -5, -9, -5
QZ8R48, G, 3, -5, -9, -5
3BGDX9, B, 4, -4, -9, -5
QZ8R48, G, 3, -5, -9, -5
3BGDX9, G, 4, -16, -9, -5
QZ8R48, G, 3, -16, -9, -5
PLUABQ, G, 2, -9, -9, -5
RRCAVS, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
RRCAVS, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
RRCAVS, B, 3, 1, -9, -5
328VUA, G, 4, -10, -9, -5
RRCAVS, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
RRCAVS, R, 3, inf, -9, -5
15RP8U, B, 4, 3, -9, -5
RRCAVS, R, 3, 3, -9, -5
15RP8U, R, 4, 2, -9, -5
RRCAVS, R, 3, 2, -9, -5
328VUA, B, 4, 3, -9, -5
RRCAVS, R, 3, 2, -9, -5
328VUA, G, 4, -9, -9, -5
RRCAVS, R, 3, -9, -9, -5
PLUABQ, G, 2, -9, -9, -5
XIMKGA, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
XIMKGA, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
XIMKGA, B, 3, 1, -9, -5
3BGDX9, B, 4, 2, -9, -5
XIMKGA, B, 3, 1, -9, -5
3BGDX9, G, 4, -10, -9, -5
XIMKGA, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
XIMKGA, R, 3, inf, -9, -5
15RP8U, B, 4, 3, -9, -5
XIMKGA, R, 3, 3, -9, -5
15RP8U, R, 4, 2, -9, -5
XIMKGA, R, 3, 2, -9, -5
3BGDX9, B, 4, 3, -9, -5
XIMKGA, R, 3, 2, -9, -5
3BGDX9, G, 4, -9, -9, -5
XIMKGA, R, 3, -9, -9, -5
PLUABQ, G, 2, -9, -9, -5
FOQ0EN, R, 1, -9, -9, -5
MXFI3W, G, 0, -9, -9, inf
OQP6DR, B, 1, inf, -9, inf
15RP8U, B, 2, -inf, -9, inf
9YZSQ5, G, 3, inf, -9, inf
CU7BOC, R, 4, 6, -9, inf
9YZSQ5, G, 3, 6, -9, 6
FOQ0EN, R, 4, 6, -9, 6
9YZSQ5, G, 3, 6, -9, 6
HOKRCB, B, 4, 7, -9, 6
9YZSQ5, G, 3, 6, -9, 6
HOKRCB, R, 4, 6, -9, 6
9YZSQ5, G, 3, 6, -9, 6
I7NJQU, G, 4, -5, -9, 6
9YZSQ5, G, 3, -5, -9, -5
I7NJQU, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
JFDOL9, G, 4, -5, -9, -5
9YZSQ5, G, 3, -5, -9, -5
JFDOL9, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
LHSFBP, G, 4, -5, -9, -5
9YZSQ5, G, 3, -5, -9, -5
LHSFBP, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
PLUABQ, G, 4, -5, -9, -5
9YZSQ5, G, 3, -5, -9, -5
QZ8R48, G, 4, -5, -9, -5
9YZSQ5, G, 3, -5, -9, -5
QZ8R48, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
RRCAVS, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
U9APRV, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
XIMKGA, B, 4, 7, -9, -5
9YZSQ5, G, 3, -5, -9, -5
XIMKGA, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
ZJDOS9, G, 4, -5, -9, -5
9YZSQ5, G, 3, -5, -9, -5
ZJDOS9, R, 4, 6, -9, -5
9YZSQ5, G, 3, -5, -9, -5
15RP8U, B, 2, -5, -5, inf
9YZSQ5, R, 3, inf, -5, inf
CU7BOC, G, 4, 2, -5, inf
9YZSQ5, R, 3, 2, -5, 2
FOQ0EN, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
HOKRCB, B, 4, 14, -5, 2
9YZSQ5, R, 3, 2, -5, 2
HOKRCB, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
I7NJQU, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
I7NJQU, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
JFDOL9, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
JFDOL9, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
LHSFBP, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
LHSFBP, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
PLUABQ, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
QDXVF0, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
QZ8R48, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
QZ8R48, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
RRCAVS, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
U9APRV, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
XIMKGA, B, 4, 14, -5, 2
9YZSQ5, R, 3, 2, -5, 2
XIMKGA, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
ZJDOS9, G, 4, 2, -5, 2
9YZSQ5, R, 3, 2, -5, 2
ZJDOS9, R, 4, 13, -5, 2
9YZSQ5, R, 3, 2, -5, 2
15RP8U, B, 2, 2, 2, inf
CU7BOC, G, 3, inf, 2, inf
9YZSQ5, R, 4, 6, 2, inf
CU7BOC, G, 3, 6, 2, 6
C6RXPH, B, 4, 7, 2, 6
CU7BOC, G, 3, 6, 2, 6
C6RXPH, R, 4, 6, 2, 6
CU7BOC, G, 3, 6, 2, 6
FOQ0EN, R, 4, 6, 2, 6
CU7BOC, G, 3, 6, 2, 6
I7NJQU, G, 4, -5, 2, 6
CU7BOC, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
CU7BOC, R, 3, inf, 2, inf
9YZSQ5, G, 4, 2, 2, inf
CU7BOC, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
FOQ0EN, R, 3, inf, 2, inf
3BGDX9, B, 4, 14, 2, inf
FOQ0EN, R, 3, 14, 2, 14
3BGDX9, G, 4, 2, 2, 14
FOQ0EN, R, 3, 2, 2, 14
15RP8U, B, 2, 2, 2, inf
I7NJQU, G, 3, inf, 2, inf
328VUA, B, 4, 7, 2, inf
I7NJQU, G, 3, 7, 2, 7
328VUA, R, 4, 6, 2, 7
I7NJQU, G, 3, 6, 2, 6
9YZSQ5, G, 4, -5, 2, 6
I7NJQU, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
I7NJQU, R, 3, inf, 2, inf
328VUA, B, 4, 14, 2, inf
I7NJQU, R, 3, 14, 2, 14
328VUA, G, 4, 2, 2, 14
I7NJQU, R, 3, 2, 2, 14
15RP8U, B, 2, 2, 2, inf
JFDOL9, G, 3, inf, 2, inf
9YZSQ5, G, 4, -5, 2, inf
JFDOL9, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
JFDOL9, R, 3, inf, 2, inf
9YZSQ5, G, 4, 2, 2, inf
JFDOL9, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
LHSFBP, G, 3, inf, 2, inf
3BGDX9, B, 4, 7, 2, inf
LHSFBP, G, 3, 7, 2, 7
3BGDX9, R, 4, 6, 2, 7
LHSFBP, G, 3, 6, 2, 6
6ZHWP4, B, 4, 7, 2, 6
LHSFBP, G, 3, 6, 2, 6
6ZHWP4, R, 4, 6, 2, 6
LHSFBP, G, 3, 6, 2, 6
9YZSQ5, G, 4, -5, 2, 6
LHSFBP, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
LHSFBP, R, 3, inf, 2, inf
3BGDX9, B, 4, 14, 2, inf
LHSFBP, R, 3, 14, 2, 14
3BGDX9, G, 4, 2, 2, 14
LHSFBP, R, 3, 2, 2, 14
15RP8U, B, 2, 2, 2, inf
PLUABQ, G, 3, inf, 2, inf
9YZSQ5, G, 4, -5, 2, inf
PLUABQ, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
QDXVF0, G, 3, inf, 2, inf
9YZSQ5, R, 4, 6, 2, inf
QDXVF0, G, 3, 6, 2, 6
CU7BOC, R, 4, 6, 2, 6
QDXVF0, G, 3, 6, 2, 6
FOQ0EN, R, 4, 6, 2, 6
QDXVF0, G, 3, 6, 2, 6
I7NJQU, G, 4, -5, 2, 6
QDXVF0, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
QZ8R48, G, 3, inf, 2, inf
9YZSQ5, G, 4, -5, 2, inf
QZ8R48, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
QZ8R48, R, 3, inf, 2, inf
9YZSQ5, G, 4, 2, 2, inf
QZ8R48, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
RRCAVS, R, 3, inf, 2, inf
328VUA, B, 4, 14, 2, inf
RRCAVS, R, 3, 14, 2, 14
328VUA, G, 4, 2, 2, 14
RRCAVS, R, 3, 2, 2, 14
15RP8U, B, 2, 2, 2, inf
U9APRV, G, 3, inf, 2, inf
6ZHWP4, B, 4, 7, 2, inf
U9APRV, G, 3, 7, 2, 7
6ZHWP4, R, 4, 6, 2, 7
U9APRV, G, 3, 6, 2, 6
9YZSQ5, R, 4, 6, 2, 6
U9APRV, G, 3, 6, 2, 6
CU7BOC, R, 4, 6, 2, 6
U9APRV, G, 3, 6, 2, 6
FOQ0EN, R, 4, 6, 2, 6
U9APRV, G, 3, 6, 2, 6
I7NJQU, G, 4, -5, 2, 6
U9APRV, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
U9APRV, R, 3, inf, 2, inf
6ZHWP4, B, 4, 14, 2, inf
U9APRV, R, 3, 14, 2, 14
6ZHWP4, G, 4, 2, 2, 14
U9APRV, R, 3, 2, 2, 14
15RP8U, B, 2, 2, 2, inf
XIMKGA, B, 3, inf, 2, inf
9YZSQ5, G, 4, 1, 2, inf
XIMKGA, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
XIMKGA, R, 3, inf, 2, inf
9YZSQ5, G, 4, 2, 2, inf
XIMKGA, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
ZJDOS9, G, 3, inf, 2, inf
9YZSQ5, G, 4, -5, 2, inf
ZJDOS9, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
ZJDOS9, R, 3, inf, 2, inf
9YZSQ5, G, 4, 2, 2, inf
ZJDOS9, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
OQP6DR, B, 1, 2, -9, 2
15RP8U, R, 2, -inf, -9, 2
9YZSQ5, G, 3, inf, -9, 2
CU7BOC, B, 4, 6, -9, 2
9YZSQ5, G, 3, 6, -9, 2
FOQ0EN, R, 4, 5, -9, 2
9YZSQ5, G, 3, 5, -9, 2
HOKRCB, B, 4, 6, -9, 2
9YZSQ5, G, 3, 5, -9, 2
HOKRCB, R, 4, 5, -9, 2
9YZSQ5, G, 3, 5, -9, 2
I7NJQU, G, 4, -6, -9, 2
9YZSQ5, G, 3, -6, -9, -6
JFDOL9, G, 4, -6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
JFDOL9, R, 4, 5, -9, -6
9YZSQ5, G, 3, -6, -9, -6
LHSFBP, B, 4, 6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
LHSFBP, G, 4, -6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
PLUABQ, G, 4, -6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
QZ8R48, B, 4, 6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
QZ8R48, G, 4, -6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
RRCAVS, R, 4, 5, -9, -6
9YZSQ5, G, 3, -6, -9, -6
U9APRV, R, 4, 5, -9, -6
9YZSQ5, G, 3, -6, -9, -6
XIMKGA, B, 4, 6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
XIMKGA, R, 4, 5, -9, -6
9YZSQ5, G, 3, -6, -9, -6
ZJDOS9, B, 4, 6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
ZJDOS9, G, 4, -6, -9, -6
9YZSQ5, G, 3, -6, -9, -6
15RP8U, R, 2, -6, -6, 2
9YZSQ5, R, 3, inf, -6, 2
CU7BOC, B, 4, 13, -6, 2
9YZSQ5, R, 3, 13, -6, 2
CU7BOC, G, 4, 1, -6, 2
9YZSQ5, R, 3, 1, -6, 1
FOQ0EN, R, 4, 12, -6, 1
9YZSQ5, R, 3, 1, -6, 1
HOKRCB, B, 4, 13, -6, 1
9YZSQ5, R, 3, 1, -6, 1
HOKRCB, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
I7NJQU, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
JFDOL9, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
JFDOL9, R, 4, 12, -6, 1
9YZSQ5, R, 3, 1, -6, 1
LHSFBP, B, 4, 13, -6, 1
9YZSQ5, R, 3, 1, -6, 1
LHSFBP, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
PLUABQ, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
QDXVF0, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
QZ8R48, B, 4, 13, -6, 1
9YZSQ5, R, 3, 1, -6, 1
QZ8R48, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
RRCAVS, R, 4, 12, -6, 1
9YZSQ5, R, 3, 1, -6, 1
U9APRV, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
XIMKGA, B, 4, 13, -6, 1
9YZSQ5, R, 3, 1, -6, 1
XIMKGA, R, 4, 12, -6, 1
9YZSQ5, R, 3, 1, -6, 1
ZJDOS9, B, 4, 13, -6, 1
9YZSQ5, R, 3, 1, -6, 1
ZJDOS9, G, 4, 1, -6, 1
9YZSQ5, R, 3, 1, -6, 1
15RP8U, R, 2, 1, 1, 2
CU7BOC, B, 3, inf, 1, 2
9YZSQ5, G, 4, 0, 1, 2
CU7BOC, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
CU7BOC, G, 3, inf, 1, 2
9YZSQ5, R, 4, 5, 1, 2
CU7BOC, G, 3, 5, 1, 2
C6RXPH, B, 4, 6, 1, 2
CU7BOC, G, 3, 5, 1, 2
C6RXPH, R, 4, 5, 1, 2
CU7BOC, G, 3, 5, 1, 2
FOQ0EN, R, 4, 5, 1, 2
CU7BOC, G, 3, 5, 1, 2
I7NJQU, G, 4, -6, 1, 2
CU7BOC, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
FOQ0EN, R, 3, inf, 1, 2
3BGDX9, B, 4, 13, 1, 2
FOQ0EN, R, 3, 13, 1, 2
3BGDX9, G, 4, 1, 1, 2
FOQ0EN, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
I7NJQU, G, 3, inf, 1, 2
328VUA, B, 4, 6, 1, 2
I7NJQU, G, 3, 6, 1, 2
328VUA, R, 4, 5, 1, 2
I7NJQU, G, 3, 5, 1, 2
9YZSQ5, G, 4, -6, 1, 2
I7NJQU, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
JFDOL9, G, 3, inf, 1, 2
9YZSQ5, G, 4, -6, 1, 2
JFDOL9, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
JFDOL9, R, 3, inf, 1, 2
9YZSQ5, G, 4, 1, 1, 2
JFDOL9, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
LHSFBP, B, 3, inf, 1, 2
3BGDX9, G, 4, 0, 1, 2
LHSFBP, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
LHSFBP, G, 3, inf, 1, 2
3BGDX9, B, 4, 6, 1, 2
LHSFBP, G, 3, 6, 1, 2
3BGDX9, R, 4, 5, 1, 2
LHSFBP, G, 3, 5, 1, 2
6ZHWP4, B, 4, 6, 1, 2
LHSFBP, G, 3, 5, 1, 2
6ZHWP4, R, 4, 5, 1, 2
LHSFBP, G, 3, 5, 1, 2
9YZSQ5, G, 4, -6, 1, 2
LHSFBP, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
PLUABQ, G, 3, inf, 1, 2
9YZSQ5, G, 4, -6, 1, 2
PLUABQ, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
QDXVF0, G, 3, inf, 1, 2
9YZSQ5, R, 4, 5, 1, 2
QDXVF0, G, 3, 5, 1, 2
CU7BOC, B, 4, 6, 1, 2
QDXVF0, G, 3, 5, 1, 2
FOQ0EN, R, 4, 5, 1, 2
QDXVF0, G, 3, 5, 1, 2
I7NJQU, G, 4, -6, 1, 2
QDXVF0, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
QZ8R48, B, 3, inf, 1, 2
9YZSQ5, G, 4, 0, 1, 2
QZ8R48, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
QZ8R48, G, 3, inf, 1, 2
9YZSQ5, G, 4, -6, 1, 2
QZ8R48, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
RRCAVS, R, 3, inf, 1, 2
328VUA, B, 4, 13, 1, 2
RRCAVS, R, 3, 13, 1, 2
328VUA, G, 4, 1, 1, 2
RRCAVS, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
U9APRV, G, 3, inf, 1, 2
6ZHWP4, B, 4, 6, 1, 2
U9APRV, G, 3, 6, 1, 2
6ZHWP4, R, 4, 5, 1, 2
U9APRV, G, 3, 5, 1, 2
9YZSQ5, R, 4, 5, 1, 2
U9APRV, G, 3, 5, 1, 2
CU7BOC, B, 4, 6, 1, 2
U9APRV, G, 3, 5, 1, 2
FOQ0EN, R, 4, 5, 1, 2
U9APRV, G, 3, 5, 1, 2
I7NJQU, G, 4, -6, 1, 2
U9APRV, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
U9APRV, R, 3, inf, 1, 2
6ZHWP4, B, 4, 13, 1, 2
U9APRV, R, 3, 13, 1, 2
6ZHWP4, G, 4, 1, 1, 2
U9APRV, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
XIMKGA, B, 3, inf, 1, 2
9YZSQ5, G, 4, 0, 1, 2
XIMKGA, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
XIMKGA, R, 3, inf, 1, 2
9YZSQ5, G, 4, 1, 1, 2
XIMKGA, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
ZJDOS9, B, 3, inf, 1, 2
9YZSQ5, G, 4, 0, 1, 2
ZJDOS9, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
ZJDOS9, G, 3, inf, 1, 2
9YZSQ5, G, 4, -6, 1, 2
ZJDOS9, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
OQP6DR, B, 1, 1, -9, 1
9YZSQ5, G, 2, -inf, -9, 1
15RP8U, B, 3, inf, -9, 1
CU7BOC, R, 4, 0, -9, 1
15RP8U, B, 3, 0, -9, 0
FOQ0EN, R, 4, 0, -9, 0
15RP8U, B, 3, 0, -9, 0
HOKRCB, B, 4, 1, -9, 0
15RP8U, B, 3, 0, -9, 0
HOKRCB, R, 4, 0, -9, 0
15RP8U, B, 3, 0, -9, 0
I7NJQU, G, 4, -11, -9, 0
15RP8U, B, 3, -11, -9, 0
9YZSQ5, G, 2, -11, -9, 1
15RP8U, R, 3, inf, -9, 1
CU7BOC, B, 4, 2, -9, 1
15RP8U, R, 3, 2, -9, 1
FOQ0EN, R, 4, 1, -9, 1
15RP8U, R, 3, 1, -9, 1
HOKRCB, B, 4, 2, -9, 1
15RP8U, R, 3, 1, -9, 1
HOKRCB, R, 4, 1, -9, 1
15RP8U, R, 3, 1, -9, 1
I7NJQU, G, 4, -10, -9, 1
15RP8U, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
CU7BOC, B, 3, inf, -9, 1
15RP8U, R, 4, 0, -9, 1
CU7BOC, B, 3, 0, -9, 0
C6RXPH, G, 4, -11, -9, 0
CU7BOC, B, 3, -11, -9, 0
9YZSQ5, G, 2, -10, -9, 1
CU7BOC, R, 3, inf, -9, 1
15RP8U, B, 4, 2, -9, 1
CU7BOC, R, 3, 2, -9, 1
C6RXPH, B, 4, 2, -9, 1
CU7BOC, R, 3, 2, -9, 1
C6RXPH, G, 4, -10, -9, 1
CU7BOC, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
FOQ0EN, R, 3, inf, -9, 1
15RP8U, B, 4, 2, -9, 1
FOQ0EN, R, 3, 2, -9, 1
15RP8U, R, 4, 1, -9, 1
FOQ0EN, R, 3, 1, -9, 1
3BGDX9, B, 4, 2, -9, 1
FOQ0EN, R, 3, 1, -9, 1
3BGDX9, G, 4, -10, -9, 1
FOQ0EN, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
HOKRCB, B, 3, inf, -9, 1
15RP8U, B, 4, 1, -9, 1
HOKRCB, B, 3, 1, -9, 1
15RP8U, R, 4, 0, -9, 1
HOKRCB, B, 3, 0, -9, 0
CU7BOC, B, 4, 1, -9, 0
HOKRCB, B, 3, 0, -9, 0
CU7BOC, R, 4, 0, -9, 0
HOKRCB, B, 3, 0, -9, 0
FOQ0EN, R, 4, 0, -9, 0
HOKRCB, B, 3, 0, -9, 0
I7NJQU, G, 4, -11, -9, 0
HOKRCB, B, 3, -11, -9, 0
9YZSQ5, G, 2, -10, -9, 1
HOKRCB, R, 3, inf, -9, 1
15RP8U, B, 4, 2, -9, 1
HOKRCB, R, 3, 2, -9, 1
15RP8U, R, 4, 1, -9, 1
HOKRCB, R, 3, 1, -9, 1
CU7BOC, B, 4, 2, -9, 1
HOKRCB, R, 3, 1, -9, 1
CU7BOC, R, 4, 1, -9, 1
HOKRCB, R, 3, 1, -9, 1
FOQ0EN, R, 4, 1, -9, 1
HOKRCB, R, 3, 1, -9, 1
I7NJQU, G, 4, -10, -9, 1
HOKRCB, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
I7NJQU, G, 3, inf, -9, 1
15RP8U, B, 4, -5, -9, 1
I7NJQU, G, 3, -5, -9, -5
15RP8U, R, 4, -6, -9, -5
I7NJQU, G, 3, -6, -9, -6
328VUA, B, 4, -5, -9, -6
I7NJQU, G, 3, -6, -9, -6
328VUA, R, 4, -6, -9, -6
I7NJQU, G, 3, -6, -9, -6
CU7BOC, B, 4, -5, -9, -6
I7NJQU, G, 3, -6, -9, -6
CU7BOC, R, 4, -6, -9, -6
I7NJQU, G, 3, -6, -9, -6
FOQ0EN, R, 4, -6, -9, -6
I7NJQU, G, 3, -6, -9, -6
HOKRCB, B, 4, -5, -9, -6
I7NJQU, G, 3, -6, -9, -6
HOKRCB, R, 4, -6, -9, -6
I7NJQU, G, 3, -6, -9, -6
JFDOL9, G, 4, -17, -9, -6
I7NJQU, G, 3, -17, -9, -6
9YZSQ5, G, 2, -10, -9, 1
I7NJQU, R, 3, inf, -9, 1
15RP8U, B, 4, 2, -9, 1
I7NJQU, R, 3, 2, -9, 1
328VUA, B, 4, 2, -9, 1
I7NJQU, R, 3, 2, -9, 1
328VUA, G, 4, -10, -9, 1
I7NJQU, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
JFDOL9, G, 3, inf, -9, 1
15RP8U, B, 4, -5, -9, 1
JFDOL9, G, 3, -5, -9, -5
15RP8U, R, 4, -6, -9, -5
JFDOL9, G, 3, -6, -9, -6
CU7BOC, B, 4, -5, -9, -6
JFDOL9, G, 3, -6, -9, -6
CU7BOC, R, 4, -6, -9, -6
JFDOL9, G, 3, -6, -9, -6
FOQ0EN, R, 4, -6, -9, -6
JFDOL9, G, 3, -6, -9, -6
HOKRCB, B, 4, -5, -9, -6
JFDOL9, G, 3, -6, -9, -6
HOKRCB, R, 4, -6, -9, -6
JFDOL9, G, 3, -6, -9, -6
I7NJQU, G, 4, -17, -9, -6
JFDOL9, G, 3, -17, -9, -6
9YZSQ5, G, 2, -10, -9, 1
JFDOL9, R, 3, inf, -9, 1
15RP8U, B, 4, 2, -9, 1
JFDOL9, R, 3, 2, -9, 1
15RP8U, R, 4, 1, -9, 1
JFDOL9, R, 3, 1, -9, 1
CU7BOC, B, 4, 2, -9, 1
JFDOL9, R, 3, 1, -9, 1
CU7BOC, R, 4, 1, -9, 1
JFDOL9, R, 3, 1, -9, 1
FOQ0EN, R, 4, 1, -9, 1
JFDOL9, R, 3, 1, -9, 1
HOKRCB, B, 4, 2, -9, 1
JFDOL9, R, 3, 1, -9, 1
I7NJQU, G, 4, -10, -9, 1
JFDOL9, R, 3, -10, -9, 1
9YZSQ5, G, 2, -10, -9, 1
PLUABQ, G, 3, inf, -9, 1
15RP8U, B, 4, -5, -9, 1
PLUABQ, G, 3, -5, -9, -5
15RP8U, R, 4, -6, -9, -5
PLUABQ, G, 3, -6, -9, -6
CU7BOC, B, 4, -5, -9, -6
PLUABQ, G, 3, -6, -9, -6
CU7BOC, R, 4, -6, -9, -6
PLUABQ, G, 3, -6, -9, -6
FOQ0EN, R, 4, -6, -9, -6
PLUABQ, G, 3, -6, -9, -6
HOKRCB, B, 4, -5, -9, -6
PLUABQ, G, 3, -6, -9, -6
HOKRCB, R, 4, -6, -9, -6
